0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0|Up|2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0|Right|0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0
0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0|Right|0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0|Right|0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0
0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0|Down|0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,2
0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,2|Down|0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,2
0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,2|Down|0,0,0,1,0,0,0,0,0,0,0,3,0,1,2,2
0,0,0,1,0,0,0,0,0,0,0,3,0,1,2,2|Up|1,1,2,1,0,0,0,3,0,0,0,2,0,0,0,0
1,1,2,1,0,0,0,3,0,0,0,2,0,0,0,0|Right|0,2,2,1,0,0,0,3,0,0,0,2,0,0,2,0
0,2,2,1,0,0,0,3,0,0,0,2,0,0,2,0|Down|0,0,0,0,0,0,0,1,0,0,0,3,1,2,3,2
0,0,0,0,0,0,0,1,0,0,0,3,1,2,3,2|Left|0,0,1,0,1,0,0,0,3,0,0,0,1,2,3,2
0,0,1,0,1,0,0,0,3,0,0,0,1,2,3,2|Down|0,0,0,0,1,0,0,0,3,0,1,0,1,2,3,2
0,0,0,0,1,0,0,0,3,0,1,0,1,2,3,2|Left|0,0,0,0,1,0,0,0,3,1,0,0,1,2,3,2
0,0,0,0,1,0,0,0,3,1,0,0,1,2,3,2|Down|0,0,0,0,1,0,0,0,3,1,0,0,1,2,3,2
0,0,0,0,1,0,0,0,3,1,0,0,1,2,3,2|Up|1,1,3,2,3,2,0,0,1,0,0,1,0,0,0,0
1,1,3,2,3,2,0,0,1,0,0,1,0,0,0,0|Down|0,0,0,0,1,0,0,1,3,1,0,2,1,2,3,1
0,0,0,0,1,0,0,1,3,1,0,2,1,2,3,1|Left|0,0,0,0,2,0,1,0,3,1,2,0,1,2,3,1
0,0,0,0,2,0,1,0,3,1,2,0,1,2,3,1|Up|2,1,1,1,3,2,2,0,1,0,3,0,0,1,0,0
2,1,1,1,3,2,2,0,1,0,3,0,0,1,0,0|Up|2,1,1,1,3,2,2,0,1,1,3,0,0,0,0,0
2,1,1,1,3,2,2,0,1,1,3,0,0,0,0,0|Right|0,2,2,1,0,0,3,3,0,0,2,3,0,1,0,0
0,2,2,1,0,0,3,3,0,0,2,3,0,1,0,0|Down|0,0,0,0,0,1,2,0,0,2,3,1,0,1,2,4
0,0,0,0,0,1,2,0,0,2,3,1,0,1,2,4|Up|0,1,2,1,1,2,3,4,0,1,2,0,0,0,0,0
0,1,2,1,1,2,3,4,0,1,2,0,0,0,0,0|Up|1,1,2,1,2,2,3,4,0,1,2,0,0,0,0,0
1,1,2,1,2,2,3,4,0,1,2,0,0,0,0,0|Up|1,1,2,1,2,2,3,4,0,1,2,0,0,0,0,0
1,1,2,1,2,2,3,4,0,1,2,0,0,0,0,0|Right|0,2,2,1,0,3,3,4,0,0,1,2,0,1,0,0
0,2,2,1,0,3,3,4,0,0,1,2,0,1,0,0|Left|3,1,0,0,4,4,0,0,1,2,0,1,1,0,0,0
3,1,0,0,4,4,0,0,1,2,0,1,1,0,0,0|Right|0,0,3,1,0,0,0,5,1,1,2,1,0,0,0,1
0,0,3,1,0,0,0,5,1,1,2,1,0,0,0,1|Down|0,0,1,0,0,0,0,1,0,0,3,5,1,1,2,2
0,0,1,0,0,0,0,1,0,0,3,5,1,1,2,2|Right|1,0,0,1,0,0,0,1,0,0,3,5,0,0,2,3
1,0,0,1,0,0,0,1,0,0,3,5,0,0,2,3|Up|1,1,3,2,0,0,2,5,0,0,0,3,0,0,0,0
