0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0|Right|0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0|Right|0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0|Right|0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0|Left|0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0
0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0|Up|2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0|Down|0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,0
0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,0|Left|0,0,0,0,0,0,0,0,2,1,0,1,2,2,0,0
0,0,0,0,0,0,0,0,2,1,0,1,2,2,0,0|Right|0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,3
0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,3|Down|0,0,1,0,0,0,0,0,0,0,1,2,0,0,2,3
0,0,1,0,0,0,0,0,0,0,1,2,0,0,2,3|Down|0,0,0,0,0,1,0,0,0,0,2,2,0,0,2,3
0,0,0,0,0,1,0,0,0,0,2,2,0,0,2,3|Up|0,1,3,2,0,0,0,3,0,0,0,0,0,0,0,1
0,1,3,2,0,0,0,3,0,0,0,0,0,0,0,1|Down|0,1,0,0,0,0,0,2,0,0,0,3,0,1,3,1
0,1,0,0,0,0,0,2,0,0,0,3,0,1,3,1|Left|1,0,0,0,2,0,1,0,3,0,0,0,1,3,1,0
1,0,0,0,2,0,1,0,3,0,0,0,1,3,1,0|Up|1,3,2,0,2,0,1,0,3,0,0,0,1,0,0,0
1,3,2,0,2,0,1,0,3,0,0,0,1,0,0,0|Left|1,3,2,0,2,1,0,0,3,0,0,0,1,0,0,0
1,3,2,0,2,1,0,0,3,0,0,0,1,0,0,0|Down|1,1,0,0,2,0,0,0,3,3,0,0,1,1,2,0
1,1,0,0,2,0,0,0,3,3,0,0,1,1,2,0|Left|2,0,1,0,2,0,0,0,4,0,0,0,2,2,0,0
2,0,1,0,2,0,0,0,4,0,0,0,2,2,0,0|Up|3,2,1,0,4,0,1,0,2,0,0,0,0,0,0,0
3,2,1,0,4,0,1,0,2,0,0,0,0,0,0,0|Up|3,2,2,0,4,0,1,0,2,0,0,0,0,0,0,0
3,2,2,0,4,0,1,0,2,0,0,0,0,0,0,0|Right|0,0,3,3,0,0,4,1,2,0,0,2,0,0,0,0
0,0,3,3,0,0,4,1,2,0,0,2,0,0,0,0|Right|0,1,0,4,0,0,4,1,0,0,0,3,0,0,0,0
0,1,0,4,0,0,4,1,0,0,0,3,0,0,0,0|Up|0,1,4,4,0,2,0,1,0,0,0,3,0,0,0,0
0,1,4,4,0,2,0,1,0,0,0,3,0,0,0,0|Up|0,1,4,4,0,2,0,1,0,0,0,3,0,0,0,0
0,1,4,4,0,2,0,1,0,0,0,3,0,0,0,0|Down|0,1,0,0,0,0,0,4,0,1,0,1,0,2,4,3
0,1,0,0,0,0,0,4,0,1,0,1,0,2,4,3|Up|0,2,4,4,1,2,0,1,0,0,0,3,0,0,0,0
0,2,4,4,1,2,0,1,0,0,0,3,0,0,0,0|Right|0,0,2,5,0,1,2,1,1,0,0,3,0,0,0,0
0,0,2,5,0,1,2,1,1,0,0,3,0,0,0,0|Left|2,5,0,0,1,2,1,0,1,3,0,0,0,1,0,0
2,5,0,0,1,2,1,0,1,3,0,0,0,1,0,0|Up|2,5,1,0,2,2,1,0,0,3,0,0,0,1,0,0
2,5,1,0,2,2,1,0,0,3,0,0,0,1,0,0|Left|2,5,1,0,3,1,0,0,3,0,0,0,1,0,0,1
2,5,1,0,3,1,0,0,3,0,0,0,1,0,0,1|Right|0,2,5,1,0,1,3,1,0,0,0,3,0,0,0,2
0,2,5,1,0,1,3,1,0,0,0,3,0,0,0,2|Up|0,2,5,2,0,1,3,3,1,0,0,2,0,0,0,0
0,2,5,2,0,1,3,3,1,0,0,2,0,0,0,0|Right|0,2,5,2,0,0,1,4,0,0,1,2,0,0,1,0
0,2,5,2,0,0,1,4,0,0,1,2,0,0,1,0|Down|1,0,0,0,0,0,5,2,0,0,2,4,0,2,1,2
1,0,0,0,0,0,5,2,0,0,2,4,0,2,1,2|Up|1,2,5,2,0,0,2,4,0,0,1,2,0,0,0,1
1,2,5,2,0,0,2,4,0,0,1,2,0,0,0,1|Down|0,0,1,2,0,0,5,4,0,0,2,2,1,2,1,1
0,0,1,2,0,0,5,4,0,0,2,2,1,2,1,1|Right|0,0,1,2,0,0,5,4,0,1,0,3,0,1,2,2
0,0,1,2,0,0,5,4,0,1,0,3,0,1,2,2|Up|0,2,1,2,0,0,5,4,0,0,2,3,1,0,0,2
0,2,1,2,0,0,5,4,0,0,2,3,1,0,0,2|Up|1,2,1,2,0,0,5,4,0,1,2,3,0,0,0,2
1,2,1,2,0,0,5,4,0,1,2,3,0,0,0,2|Right|1,2,1,2,0,0,5,4,0,1,2,3,0,0,0,2
1,2,1,2,0,0,5,4,0,1,2,3,0,0,0,2|Left|1,2,1,2,5,4,0,0,1,2,3,1,2,0,0,0
1,2,1,2,5,4,0,0,1,2,3,1,2,0,0,0|Down|1,0,0,1,5,2,0,0,1,4,1,2,2,2,3,1
1,0,0,1,5,2,0,0,1,4,1,2,2,2,3,1|Down|1,0,0,0,5,2,0,1,1,4,1,2,2,2,3,1
1,0,0,0,5,2,0,1,1,4,1,2,2,2,3,1|Right|0,1,0,1,0,5,2,1,1,4,1,2,0,3,3,1
0,1,0,1,0,5,2,1,1,4,1,2,0,3,3,1|Left|2,1,0,0,5,2,1,0,1,4,1,2,4,1,0,0
